"fbid","symbol"
"FBgn0038271","UQCR-C1"
"FBgn0038272","CG7265"
"FBgn0038273","CG14860"
"FBgn0038274","Nup93-2"
"FBgn0038275","CG3817"
"FBgn0038277","RpS5b"
"FBgn0028662","VhaPPA1-1"
"FBgn0038282","dpr9"
"FBgn0038286","CG6966"
"FBgn0261859","CG42788"
"FBgn0038290","CG6912"
"FBgn0038291","CG3984"
"FBgn0038292","CG3987"
"FBgn0266064","GlyS"
"FBgn0038295","Gyc88E"
"FBgn0038294","Mf"
"FBgn0038296","CG6752"
"FBgn0260659","CG42542"
"FBgn0028984","Spn88Ea"
"FBgn0038300","Mau2"
"FBgn0038301","CG6654"
"FBgn0038302","CG4210"
"FBgn0038303","SIDL"
"FBgn0038304","CG12241"
"FBgn0051155","Rpb7"
"FBgn0051344","CG31344"
"FBgn0263979","Caf1-55"
"FBgn0038306","Art3"
"FBgn0038307","mRpS10"
"FBgn0085345","CG34316"
"FBgn0045035","tefu"
"FBgn0266599","Hsc70-4"
"FBgn0259823","CG42404"
"FBgn0263740","eIF2gamma"
"FBgn0263755","Su(var)3-9"
"FBgn0014879","Set"
"FBgn0016691","ATPsynO"
"FBgn0038311","CG14864"
"FBgn0038312","Zip88E"
"FBgn0000283","Cp190"
"FBgn0038313","CG4338"
"FBgn0027378","MRG15"
"FBgn0011476","l(3)neo43"
"FBgn0003721","Tm1"
"FBgn0266745","CG45218"
"FBgn0004117","Tm2"
"FBgn0038316","CG6276"
"FBgn0264832","CG44040"
"FBgn0026441","ear"
"FBgn0038318","CG6236"
"FBgn0000533","ea"
"FBgn0038319","mRpL9"
"FBgn0013269","Fkbp39"
"FBgn0038320","Sra-1"
"FBgn0038321","CG6218"
"FBgn0021750","SerRS-m"
"FBgn0019925","Surf4"
"FBgn0051301","CG31301"
"FBgn0266722","Trs33"
"FBgn0038324","CG5038"
"FBgn0038325","Atg4b"
"FBgn0038326","CG5044"
"FBgn0026634","ldlCp"
"FBgn0038327","Trax"
"FBgn0026737","CG6171"
"FBgn0085433","CG34404"
"FBgn0038330","CG14868"
"FBgn0038332","CG6136"
"FBgn0038331","Ccm3"
"FBgn0262483","Rbp"
"FBgn0038337","CG6125"
"FBgn0041188","Atx2"
"FBgn0286071","AdamTS-A"
"FBgn0038344","obe"
"FBgn0264776","CG44014"
"FBgn0264775","CG44013"
"FBgn0051296","CG31296"
"FBgn0267408","AOX1"
"FBgn0038348","AOX2"
"FBgn0038349","AOX3"
"FBgn0263041","CG43336"
"FBgn0053207","pxb"
"FBgn0051446","CG31446"
"FBgn0038353","CG5399"
"FBgn0038354","CG5404"
"FBgn0038360","CG9590"
"FBgn0038361","Uros2"
"FBgn0000246","c(3)G"
"FBgn0038363","Acyp2"
"FBgn0262527","nsl1"
"FBgn0038365","CG9593"
"FBgn0026616","alpha-Man-IIb"
"FBgn0003227","rec"
"FBgn0038366","CG4576"
"FBgn0038369","Arpc3A"
"FBgn0017567","ND-23"
"FBgn0003483","spn-E"
"FBgn0038371","Pbp45"
"FBgn0265048","cv-d"
"FBgn0038376","Hmt-1"
"FBgn0051183","CG31183"
"FBgn0038380","CG14877"
"FBgn0027657","glob1"
"FBgn0038381","EndoU"
"FBgn0038387","blp"
"FBgn0013334","Sap47"
"FBgn0038388","CG4287"
"FBgn0038389","CG5516"
"FBgn0052856","CG32856"
"FBgn0038390","Rbf2"
"FBgn0002783","mor"
"FBgn0022787","Hel89B"
"FBgn0003507","srp"
"FBgn0038391","GATAe"
"FBgn0003117","pnr"
"FBgn0038395","CG10407"
"FBgn0024222","IKKbeta"
"FBgn0038396","CG5013"
"FBgn0027948","msps"
"FBgn0026059","Mhcl"
"FBgn0010379","Akt1"
"FBgn0003319","Sb"
"FBgn0038400","CG5903"
"FBgn0038401","CG5916"
"FBgn0038402","Fer2"
"FBgn0063649","CG6006"
"FBgn0038404","CG8925"
"FBgn0038405","CG8927"
"FBgn0024491","Bin1"
"FBgn0086370","sra"
"FBgn0038407","CG6126"
"FBgn0010438","mtSSB"
"FBgn0040071","tara"
"FBgn0040237","bor"
"FBgn0020407","asun"
"FBgn0261286","Mat89Ba"
"FBgn0250823","gish"
"FBgn0038412","Zip89B"
"FBgn0040271","Sulf1"
"FBgn0038414","CG6901"
"FBgn0038415","CG17929"
"FBgn0038416","CG17930"
"FBgn0283477","SF2"
"FBgn0038418","pad"
"FBgn0038419","CG14879"
"FBgn0027095","Manf"
"FBgn0038420","CG10311"
"FBgn0038421","CG17931"
"FBgn0051279","CG31279"
"FBgn0038424","CG17565"
"FBgn0038425","CG14881"
"FBgn0038426","mRpS33"
"FBgn0038427","ema"
"FBgn0038428","CG14894"
"FBgn0038429","CG14882"
"FBgn0044826","Pak3"
"FBgn0038431","CG10405"
"FBgn0038432","CG14883"
"FBgn0250754","CG42232"
"FBgn0027053","CSN5"
"FBgn0004087","Dhfr"
"FBgn0038437","Sdhaf3"
"FBgn0038438","Der-2"
"FBgn0038439","Cad89D"
"FBgn0038440","Gr89a"
"FBgn0028381","Decay"
"FBgn0259244","CG42342"
"FBgn0038446","CG14903"
"FBgn0020907","Scp2"
"FBgn0027109","NPF"
"FBgn0022344","CG10340"
"FBgn0285925","Fas1"
"FBgn0015520","nonA-l"
"FBgn0038453","Arl6IP1"
"FBgn0038454","CG10324"
"FBgn0015019","CCT3"
"FBgn0015351","CG14906"
"FBgn0038455","CG14907"
"FBgn0051217","modSP"
"FBgn0000015","Abd-B"
"FBgn0015008","Actn3"
"FBgn0015011","AhcyL2"
"FBgn0038460","CG18622"
"FBgn0038461","CG3678"
"FBgn0038462","CG17556"
"FBgn0038463","CG3534"
"FBgn0266917","Sf3a1"
"FBgn0038465","Irc"
"FBgn0038466","CG8907"
"FBgn0004577","Pxd"
"FBgn0038467","AdSL"
"FBgn0038470","CG18213"
"FBgn0038471","CG5220"
"FBgn0038472","CG3995"
"FBgn0266053","Patr-1"
"FBgn0020493","Dad"
"FBgn0038473","Ns1"
"FBgn0038474","mRpS11"
"FBgn0038475","Keap1"
"FBgn0038476","kuk"
"FBgn0266465","GckIII"
"FBgn0038478","cal1"
"FBgn0014141","cher"
"FBgn0085307","CG34278"
"FBgn0038479","CG17477"
"FBgn0051269","CG31269"
"FBgn0051265","CG31265"
"FBgn0038481","CG17475"
"FBgn0038482","CG4053"
"FBgn0051266","CG31266"
"FBgn0051267","CG31267"
"FBgn0038484","CG5246"
"FBgn0038485","CG5255"
"FBgn0038487","TwdlW"
"FBgn0038488","m-cup"
"FBgn0264291","Det"
"FBgn0038490","CG5285"
"FBgn0038491","CG5292"
"FBgn0038492","Mur89F"
"FBgn0038494","beat-IIb"
"FBgn0038498","beat-IIa"
"FBgn0038499","Brf"
"FBgn0262871","lute"
"FBgn0028992","sds22"
"FBgn0025456","CREG"
"FBgn0038504","Sur-8"
"FBgn0038512","CG14330"
"FBgn0261046","Dscam3"
"FBgn0038515","CG5823"
"FBgn0038516","P5cr-2"
"FBgn0010926","l(3)07882"
"FBgn0025571","SF1"
"FBgn0038519","Prx3"
"FBgn0038524","sll"
"FBgn0038530","AttD"
"FBgn0262794","CG43175"
"FBgn0038532","CG14322"
"FBgn0038533","CG7523"
"FBgn0000063","Mps1"
"FBgn0038535","alt"
"FBgn0038536","CG7655"
"FBgn0051251","CG31251"
"FBgn0051360","CG31360"
"FBgn0051249","CG31249"
"FBgn0261885","osa"
"FBgn0016650","Lgr1"
"FBgn0038540","CG14321"
"FBgn0038541","TyrRII"
"FBgn0038542","TyrR"
"FBgn0262562","CG43102"
"FBgn0038545","pasi1"
"FBgn0038546","CG7379"
"FBgn0038547","CG17803"
"FBgn0038548","CG17806"
"FBgn0038549","CG17802"
"FBgn0038551","Odj"
"FBgn0038552","Alg1"
"FBgn0261649","tinc"
"FBgn0053547","Rim"
"FBgn0263995","cpo"
"FBgn0000477","DNaseII"
"FBgn0038564","CG7785"
"FBgn0003499","sr"
"FBgn0038569","CG7218"
"FBgn0022943","Cbp20"
"FBgn0042693","wrd"
"FBgn0261532","cdm"
"FBgn0038576","Arp5"
"FBgn0038577","CG12321"
"FBgn0038578","MED17"
"FBgn0011481","Ssdp"
"FBgn0028499","CG7985"
"FBgn0038581","CG14314"
"FBgn0038583","CG7183"
"FBgn0038582","CG7988"
"FBgn0038584","mTerf5"
"FBgn0038585","Non3"
"FBgn0038586","CG7168"
"FBgn0262559","Mdh2"
"FBgn0038588","CG7156"
"FBgn0020238","14-3-3epsilon"
"FBgn0038590","CG12320"
"FBgn0038589","CG18598"
"FBgn0263757","Rpb4"
"FBgn0263738","Ada2a"
"FBgn0038593","Vps39"
"FBgn0026250","eIF1A"
"FBgn0038595","CG7142"
"FBgn0038596","CG14312"
"FBgn0038597","CG8064"
"FBgn0038598","CG7131"
"FBgn0010877","l(3)05822"
"FBgn0024432","Dlc90F"
"FBgn0038601","CG18600"
"FBgn0038603","PKD"
"FBgn0038606","CG15803"
"FBgn0038608","WRNexo"
"FBgn0038609","Nup43"
"FBgn0038610","CG7675"
"FBgn0038612","cona"
"FBgn0038613","Vha100-4"
"FBgn0028670","Vha100-2"
"FBgn0264751","Vti1b"
"FBgn0038617","CG12333"
"FBgn0264816","koko"
"FBgn0038619","CG7685"
"FBgn0051122","CG31122"
"FBgn0004652","fru"
"FBgn0038627","CG7694"
"FBgn0023083","fray"
"FBgn0263974","qin"
"FBgn0038629","CG14304"
"FBgn0051224","CG31224"
"FBgn0027841","CstF64"
"FBgn0261065","Cpsf73"
"FBgn0044871","Gos28"
"FBgn0051231","CG31231"
"FBgn0051229","CG31229"
"FBgn0038638","CG7702"
"FBgn0051230","CG31230"
"FBgn0286828","dind"
"FBgn0038640","CG7706"
"FBgn0038641","ChT"
"FBgn0000303","ChAT"
"FBgn0038645","CG7714"
"FBgn0038647","CG14302"
"FBgn0024329","Mekk1"
"FBgn0038649","CG7718"
"FBgn0260399","gwl"
"FBgn0038651","Epg5"
"FBgn0038652","CG7720"
"FBgn0038653","Octalpha2R"
"FBgn0085313","CG34284"
"FBgn0038658","CG14292"
"FBgn0038659","EndoA"
"FBgn0038660","CG14291"
"FBgn0261113","Xrp1"
"FBgn0038662","Mpc1"
"FBgn0261262","CG42613"
"FBgn0038665","euc"
"FBgn0038666","Smu1"
"FBgn0022338","dnk"
"FBgn0261792","snRNP-U1-C"
"FBgn0026239","gukh"
"FBgn0038672","CG6005"
"FBgn0038673","CG14286"
"FBgn0038674","CG14285"
"FBgn0260779","GatA"
"FBgn0027785","NP15.6"
"FBgn0015781","P5cr"
"FBgn0027784","Prp18"
"FBgn0038675","CG6013"
"FBgn0038676","CG6026"
"FBgn0004876","cdi"
"FBgn0038678","mRpL55"
"FBgn0016120","ATPsynD"
"FBgn0038679","CG6040"
"FBgn0038680","Cyp12a5"
"FBgn0038681","Cyp12a4"
"FBgn0261285","Ppcs"
"FBgn0038682","CG5835"
"FBgn0038683","CG11779"
"FBgn0259704","Nsun5"
"FBgn0259705","CG42359"
"FBgn0010768","sqz"
"FBgn0038686","CG5555"
"FBgn0051475","CG31475"
"FBgn0025680","cry"
"FBgn0267975","vib"
"FBgn0038692","Gdn1"
"FBgn0038693","unc79"
"FBgn0000463","Dl"
"FBgn0086613","Ino80"
"FBgn0038700","CG3734"
"FBgn0038701","CG18493"
"FBgn0038702","CG3739"
"FBgn0038704","CG5316"
"FBgn0051221","CG31221"
"FBgn0260003","Dys"
"FBgn0038718","CG17752"
"FBgn0038720","CG6231"
"FBgn0038721","subdued"
"FBgn0283536","Vha13"
"FBgn0038722","Nup58"
"FBgn0038723","CG6195"
"FBgn0038725","CG6184"
"FBgn0051216","Naam"
"FBgn0024963","GluClalpha"
"FBgn0038730","CG6300"
"FBgn0038731","CG11659"
"FBgn0038733","CG11407"
"FBgn0038734","CG11453"
"FBgn0014135","bnl"
"FBgn0038735","CG4662"
"FBgn0261984","Ire1"
"FBgn0038737","CG11447"
"FBgn0038738","CG4572"
"FBgn0038739","CG4686"
"FBgn0038740","CG4562"
"FBgn0038741","CG17186"
"FBgn0038742","Arc42"
"FBgn0014006","Ask1"
"FBgn0038745","CG4538"
"FBgn0038746","Surf6"
"FBgn0038747","RhoGAP92B"
"FBgn0038752","CG4462"
"FBgn0038753","CG4459"
"FBgn0038755","Hs6st"
"FBgn0021776","mira"
"FBgn0038756","CG4783"
"FBgn0038760","MED25"
"FBgn0038761","CG17190"
"FBgn0038763","PIG-L"
"FBgn0243511","psidin"
"FBgn0038765","CG4424"
"FBgn0038766","CG4854"
"FBgn0038767","trem"
"FBgn0038768","CG4936"
"FBgn0038769","CG10889"
"FBgn0040571","CG17193"
"FBgn0038771","CG4390"
"FBgn0038772","mdlc"
"FBgn0038774","CG5023"
"FBgn0083975","Nlg4"
"FBgn0262582","cic"
"FBgn0038783","CG4367"
"FBgn0261550","CG42668"
"FBgn0038787","CG4360"
"FBgn0038788","Sirt2"
"FBgn0038790","MtnC"
"FBgn0262869","Gfrl"
"FBgn0002869","MtnB"
"FBgn0038799","MFS9"
"FBgn0262146","MtnE"
"FBgn0053192","MtnD"
"FBgn0016917","Stat92E"
"FBgn0067783","DPCoAC"
"FBgn0043457","CG5180"
"FBgn0040575","CG15922"
"FBgn0038803","CG5191"
"FBgn0038804","CG10877"
"FBgn0038805","TFAM"
"FBgn0038806","CG5412"
"FBgn0023212","EloB"
"FBgn0038808","Srp14"
"FBgn0054008","CG34008"
"FBgn0038809","CG16953"
"FBgn0014029","Sep2"
"FBgn0038810","Srp72"
"FBgn0038811","Pus1"
"FBgn0023097","bon"
"FBgn0038814","CG15923"
"FBgn0038815","CG5466"
"FBgn0001169","H"
"FBgn0015279","Pi3K92E"
"FBgn0038816","Lrrk"
"FBgn0038818","Nep4"
"FBgn0004107","Cdk2"
"FBgn0259222","CG42322"
"FBgn0038826","Syp"
"FBgn0051195","CG31195"
"FBgn0046689","Takl1"
"FBgn0038827","Fancd2"
"FBgn0038828","CG17270"
"FBgn0038829","CG17271"
"FBgn0019936","RpS20"
"FBgn0038830","CG17272"
"FBgn0027493","AdSS"
"FBgn0051223","CG31223"
"FBgn0053094","Synd"
"FBgn0038832","CG15695"
"FBgn0038834","RpS30"
"FBgn0028396","TotA"
"FBgn0044812","TotC"
"FBgn0051191","CG31191"
"FBgn0038842","hdly"
"FBgn0002921","Atpalpha"
"FBgn0013995","Calx"
"FBgn0263400","CG43446"
"FBgn0038845","Alp5"
"FBgn0038846","CG5697"
"FBgn0026056","Rlip"
"FBgn0046763","CG17278"
"FBgn0038847","CG12278"
"FBgn0011672","Mvl"
"FBgn0025865","Cortactin"
"FBgn0000083","AnxB9"
"FBgn0003257","r-l"
"FBgn0038851","dmrt93B"
"FBgn0038852","HHEX"
"FBgn0038853","RhoGAP93B"
"FBgn0038854","CG7044"
"FBgn0038855","CG5745"
"FBgn0266674","Sec15"
"FBgn0028468","rtet"
"FBgn0015790","Rab11"
"FBgn0010770","ppan"
"FBgn0038857","Bdbt"
"FBgn0283468","slmb"
"FBgn0038858","CG5793"
"FBgn0038860","Ice2"
"FBgn0038861","CG7009"
"FBgn0038862","Usp8"
"FBgn0250820","meigo"
"FBgn0264357","SNF4Agamma"
"FBgn0038865","cDIP"
"FBgn0038866","CG5810"
"FBgn0260004","Snmp1"
"FBgn0038868","CG5862"
"FBgn0038869","Smyd5"
"FBgn0038870","Oga"
"FBgn0038871","CG3337"
"FBgn0038872","Nelf-A"
"FBgn0038873","CG5892"
"FBgn0038874","ETHR"
"FBgn0285937","Rab1"
"FBgn0043012","AP-2sigma"
"FBgn0038876","Idi"
"FBgn0038877","CG3308"
"FBgn0038878","CG3301"
"FBgn0038881","CG16791"
"FBgn0002781","mod(mdg4)"
"FBgn0266177","pre-mod(mdg4)-I"
"FBgn0266171","pre-mod(mdg4)-AB"
"FBgn0267651","pre-mod(mdg4)-O"
"FBgn0038889","Fancm"
"FBgn0038890","CG7956"
"FBgn0283499","InR"
"FBgn0011766","E2f1"
"FBgn0038893","Archease"
"FBgn0038894","CG15497"
"FBgn0259113","DNApol-alpha180"
"FBgn0051176","CG31176"
"FBgn0054034","CG34034"
"FBgn0038897","CG5849"
"FBgn0051343","CG31343"
"FBgn0051233","CG31233"
"FBgn0051198","CG31198"
"FBgn0259237","CG42335"
"FBgn0038901","Burs"
"FBgn0027575","GABA-B-R2"
"FBgn0038903","RpI12"
"FBgn0003867","tsl"
"FBgn0013759","CASK"
"FBgn0041229","Gr93a"
"FBgn0045470","Gr93b"
"FBgn0015229","glec"
"FBgn0260940","lsn"
"FBgn0067317","Cby"
"FBgn0051174","CG31174"
"FBgn0051431","CG31431"
"FBgn0038912","CG6656"
"FBgn0083984","CG34148"
"FBgn0053092","P5CDh2"
"FBgn0051465","CG31465"
"FBgn0038914","fit"
"FBgn0038916","dnd"
"FBgn0038917","CG6678"
"FBgn0264490","Eip93F"
"FBgn0038921","CG6332"
"FBgn0038922","Idh3b"
"FBgn0019960","Mitofilin"
"FBgn0038923","mRpL35"
"FBgn0038924","CG6028"
"FBgn0038925","Cchl"
"FBgn0019957","ND-42"
"FBgn0038926","CG13409"
"FBgn0266581","pit"
"FBgn0038928","Fadd"
"FBgn0264491","how"
"FBgn0259736","CG42390"
"FBgn0051163","SKIP"
"FBgn0038934","Gld2"
"FBgn0038938","CG7084"
"FBgn0038943","CG5391"
"FBgn0038947","Sar1"
"FBgn0038948","PSR"
"FBgn0260467","CG7071"
"FBgn0038950","CG5382"
"FBgn0038951","CG5380"
"FBgn0267385","PyK"
"FBgn0038952","CG7069"
"FBgn0038953","CG18596"
"FBgn0083985","CG34149"
"FBgn0263047","CG43342"
"FBgn0263048","Gpdh3"
"FBgn0038956","CAH8"
"FBgn0038957","CG7059"
"FBgn0038961","CG13850"
"FBgn0261279","lqfR"
"FBgn0038964","Nop56"
"FBgn0038965","mats"
"FBgn0038966","pinta"
"FBgn0038967","CG13847"
"FBgn0038968","CG12499"
"FBgn0085317","CG34288"
"FBgn0085405","CG34376"
"FBgn0028688","Rpn7"
"FBgn0263351","AP-2mu"
"FBgn0038972","CG7054"
"FBgn0038973","Pebp1"
"FBgn0038974","CG5377"
"FBgn0038975","Nrx-1"
"FBgn0038976","Pfdn5"
"FBgn0038977","CG5376"
"FBgn0003676","CCT1"
"FBgn0038979","tHMG2"
"FBgn0038980","Octbeta1R"
"FBgn0038981","CG5346"
"FBgn0053099","CG33099"
"FBgn0038983","CG5326"
"FBgn0038984","AdipoR"
"FBgn0260942","bond"
"FBgn0028837","CSN6"
"FBgn0024558","Dph5"
"FBgn0053107","CG33107"
"FBgn0038989","CG6937"
"FBgn0051158","Efa6"
"FBgn0051156","CG31156"
"FBgn0051159","mRRF2"
"FBgn0051161","CG31161"
"FBgn0263863","mRpL45"
"FBgn0020278","loco"
"FBgn0266418","wake"
"FBgn0046114","Gclm"
"FBgn0039003","wfs1"
"FBgn0039004","Nup133"
"FBgn0263986","cd"
"FBgn0039006","Cyp6d4"
"FBgn0039007","CCAP"
"FBgn0039008","CG6972"
"FBgn0051151","wge"
"FBgn0024958","Irp-1A"
"FBgn0039013","CG4813"
"FBgn0266409","CG45049"
"FBgn0039015","Takl2"
"FBgn0039016","Dcr-1"
"FBgn0039017","CG6985"
"FBgn0263143","vret"
"FBgn0039019","HP1c"
"FBgn0039020","CG17141"
"FBgn0086253","rumi"
"FBgn0039026","CG7029"
"FBgn0039025","Usp12-46"
"FBgn0039024","Nepl15"
"FBgn0040588","CG13841"
"FBgn0262541","CG43095"
"FBgn0017590","klg"
"FBgn0051281","Tpl94D"
"FBgn0263390","Nha2"
"FBgn0085404","CG34375"
"FBgn0039038","CG6688"
"FBgn0039043","CG17121"
"FBgn0039044","p53"
"FBgn0041225","Gr94a"
"FBgn0039045","CG17119"
"FBgn0053193","sav"
"FBgn0027526","Ublcp1"
"FBgn0039048","CG17111"
"FBgn0039054","Cow"
"FBgn0039049","CG6726"
"FBgn0039050","CG17110"
"FBgn0039051","CG17109"
"FBgn0039052","CG6733"
"FBgn0039053","CG6738"
"FBgn0039055","Rassf"
"FBgn0039056","CenB1A"
"FBgn0051365","CG31365"
"FBgn0051457","CG31457"
"FBgn0004644","hh"
"FBgn0004395","unk"
"FBgn0039058","VhaAC39-2"
"FBgn0265042","Irk1"
"FBgn0262975","cnc"
"FBgn0011596","fzo"
"FBgn0039064","CG4467"
"FBgn0039065","Rad60"
"FBgn0039066","EloA"
"FBgn0039067","wda"
"FBgn0039068","CG13827"
"FBgn0004882","orb"
"FBgn0025781","Cdc16"
"FBgn0039069","CG6763"
"FBgn0003118","pnt"
"FBgn0264326","DNApol-epsilon255"
"FBgn0016119","ATPsynCF6"
"FBgn0024509","Sec13"
"FBgn0002622","RpS3"
"FBgn0262009","CG42827"
"FBgn0039075","CG4393"
"FBgn0039078","CG4374"
"FBgn0039081","Irk2"
"FBgn0039084","CG10175"
"FBgn0039085","Ugt303B3"
"FBgn0039086","Ugt303B1"
"FBgn0039087","Ugt303B2"
"FBgn0039089","beat-IV"
"FBgn0039091","CG10182"
"FBgn0053337","CG33337"
"FBgn0039092","CG16723"
"FBgn0039093","CG10183"
"FBgn0039094","CG10184"
"FBgn0051145","CG31145"
"FBgn0039098","GILT3"
"FBgn0039099","GILT2"
"FBgn0040227","eIF3d1"
"FBgn0039101","CG16710"
"FBgn0042106","CG18754"
"FBgn0039102","SPE"
"FBgn0027512","CG10254"
"FBgn0043005","prt"
"FBgn0047351","CG31468"
"FBgn0051148","Gba1a"
"FBgn0051413","Qsox4"
"FBgn0051414","Gba1b"
"FBgn0039106","CG10301"
"FBgn0039107","CG10300"
"FBgn0039109","CG10365"
"FBgn0028691","Rpn9"
"FBgn0263782","Hmgcr"
"FBgn0039110","RanBP3"
"FBgn0028684","Rpt5"
"FBgn0028475","Hrd3"
"FBgn0039111","PTPMT1"
"FBgn0039112","SdhD"
"FBgn0039113","udt"
"FBgn0039114","Lsd-1"
"FBgn0039115","CG10214"
"FBgn0039116","CG10375"
"FBgn0039117","tst"
"FBgn0039118","CG10208"
"FBgn0039120","Nup98-96"
"FBgn0015513","mbc"
"FBgn0053111","CG33111"
"FBgn0085384","CG34355"
"FBgn0260634","eIF4G2"
"FBgn0025574","Pli"
"FBgn0013347","TfIIA-S"
"FBgn0039124","tbrd-1"
"FBgn0016754","sba"
"FBgn0039125","Ndc1"
"FBgn0039126","CG13601"
"FBgn0047114","CG31142"
"FBgn0015282","Rpt2"
"FBgn0039128","CG13599"
"FBgn0039129","RpS19b"
"FBgn0039130","CG5854"
"FBgn0001098","Gdh"
"FBgn0005674","GluProRS"
"FBgn0039132","AP-1sigma"
"FBgn0051140","CG31140"
"FBgn0039135","CG13603"
"FBgn0039136","CG5902"
"FBgn0039137","CG13604"
"FBgn0015795","Rab7"
"FBgn0053108","CG33108"
"FBgn0051184","LSm3"
"FBgn0020647","KrT95D"
"FBgn0039139","Mettl3"
"FBgn0039140","Miro"
"FBgn0039141","spas"
"FBgn0005649","Rox8"
"FBgn0043455","CG5986"
"FBgn0264325","Atg6"
"FBgn0026576","Pisd"
"FBgn0039145","CG6000"
"FBgn0001230","Hsp68"
"FBgn0040283","SMC1"
"FBgn0053100","eIF4EHP"
"FBgn0013343","Syx1A"
"FBgn0039149","CG18428"
"FBgn0039150","CG13605"
"FBgn0039152","Root"
"FBgn0039151","CG13607"
"FBgn0039153","GatB"
"FBgn0026317","Tsc1"
"FBgn0266673","Sec10"
"FBgn0039154","Npc2f"
"FBgn0039155","Kal1"
"FBgn0051133","Slimp"
"FBgn0267339","p38c"
"FBgn0015765","p38a"
"FBgn0039156","CG6178"
"FBgn0039157","Myo95E"
"FBgn0039158","TBC1d7"
"FBgn0039159","mRpS24"
"FBgn0026598","Apc2"
"FBgn0039160","CG5510"
"FBgn0039161","CG13606"
"FBgn0029503","CHORD"
"FBgn0039163","CG5515"
"FBgn0266282","jnj"
"FBgn0039165","CG6204"
"FBgn0011725","twin"
"FBgn0039167","CG17786"
"FBgn0026257","cav"
"FBgn0039169","Spps"
"FBgn0039170","CG13609"
"FBgn0039172","Spase22-23"
"FBgn0043884","mask"
"FBgn0039175","beta-PheRS"
"FBgn0011225","jar"
"FBgn0086365","Orct2"
"FBgn0019952","Orct"
"FBgn0286199","shps"
"FBgn0039178","CG6356"
"FBgn0263398","Uck"
"FBgn0259685","crb"
"FBgn0028471","Nab2"
"FBgn0011785","BRWD3"
"FBgn0039182","CG5728"
"FBgn0039183","Dis3"
"FBgn0039186","CG5746"
"FBgn0039187","CG6454"
"FBgn0039188","Golgin84"
"FBgn0039189","CG18528"
"FBgn0039200","CG13616"
"FBgn0004118","nAChRbeta2"
"FBgn0003134","Pp1alpha-96A"
"FBgn0039204","CG6607"
"FBgn0039205","CG13623"
"FBgn0262167","ana1"
"FBgn0039207","CG5789"
"FBgn0266758","Esyt2"
"FBgn0039209","REPTOR"
"FBgn0039210","CG13625"
"FBgn0263490","mld"
"FBgn0039212","Syx18"
"FBgn0039213","atl"
"FBgn0046685","Wsck"
"FBgn0262858","CG43222"
"FBgn0039214","puf"
"FBgn0000139","ash2"
"FBgn0051125","CG31125"
"FBgn0039215","CG6695"
"FBgn0051126","CG31126"
"FBgn0020018","Ppox"
"FBgn0003429","slo"
"FBgn0039218","Rpb10"
"FBgn0039219","CG13630"
"FBgn0004885","tok"
"FBgn0000140","asp"
"FBgn0015591","AstA"
"FBgn0040600","CG13631"
"FBgn0039223","CG5805"
"FBgn0039226","Ude"
"FBgn0039227","polybromo"
"FBgn0027539","lili"
"FBgn0083986","CG34150"
"FBgn0027617","CG5808"
"FBgn0039229","Saf-B"
"FBgn0051118","RabX4"
"FBgn0051357","CG31357"
"FBgn0262962","CG43273"
"FBgn0039233","CG7006"
"FBgn0039234","Nct"
"FBgn0051119","HDAC11"
"FBgn0015625","CycB3"
"FBgn0039240","CG3744"
"FBgn0039241","CG11089"
"FBgn0043799","CG31381"
"FBgn0265190","PIG-S"
"FBgn0265189","sud1"
"FBgn0039249","CG11168"
"FBgn0039250","Mink"
"FBgn0039252","CG11771"
"FBgn0020626","Osbp"
"FBgn0029157","ssh"
"FBgn0039254","Nmnat"
"FBgn0285912","mah"
"FBgn0039258","beta4GalT7"
"FBgn0039259","CG11781"
"FBgn0015240","Hr96"
"FBgn0039260","Smg6"
"FBgn0039261","Ythdf"
"FBgn0051115","CG31115"
"FBgn0045866","bai"
"FBgn0259178","5PtaseI"
"FBgn0039265","CG11790"
"FBgn0039266","CG11791"
"FBgn0051109","CG31109"
"FBgn0051111","CG31111"
"FBgn0266719","stac"
"FBgn0039269","veli"
"FBgn0039270","PQBP1"
"FBgn0011336","Stt3B"
"FBgn0039271","CG11839"
"FBgn0039272","CG11836"
"FBgn0039273","shams"
"FBgn0039274","CG11920"
"FBgn0053096","CG33096"
"FBgn0039277","Nepl16"
"FBgn0051108","TTLL5"
"FBgn0051510","CG31510"
"FBgn0046214","vig2"
"FBgn0259152","Clbn"
"FBgn0039282","Bili"
"FBgn0039283","danr"
"FBgn0022800","Cad96Ca"
"FBgn0039290","CG13654"
"FBgn0039291","CG13663"
"FBgn0051106","CG31106"
"FBgn0039293","Alg9"
"FBgn0039294","Cad96Cb"
"FBgn0039296","Sil1"
"FBgn0039297","CG11852"
"FBgn0039299","CG11854"
"FBgn0000158","bam"
"FBgn0039300","RpS27"
"FBgn0039301","Nup37"
"FBgn0039302","Nup358"
"FBgn0039303","CG11857"
"FBgn0039304","CG10425"
"FBgn0039305","CG11858"
"FBgn0027090","GlnRS"
"FBgn0039306","RIOK2"
"FBgn0039310","CG11878"
"FBgn0039311","CG10513"
"FBgn0039312","CG10514"
"FBgn0039313","CG11892"
"FBgn0051300","CG31300"
"FBgn0051104","CG31104"
"FBgn0039315","CG13658"
"FBgn0039316","CG11893"
